<PAD>,0
<UNK>,1
，,2
的,3
。,4
/,5
我,6
t,7
一,8
不,9
了,10
是,11
你,12
人,13
.,14
哈,15
有,16
:,17
在,18
好,19
n,20
@,21
],22
[,23
个,24
！,25
h,26
心,27
p,28
：,29
c,30
来,31
小,32
大,33
天,34
爱,35
；,36
这,37
要,38
#,39
、,40
到,41
地,42
新,43
发,44
会,45
微,46
就,47
时,48
么,49
们,50
博,51
？,52
看,53
上,54
子,55
能,56
都,57
可,58
生,59
8,60
自,61
多,62
想,63
1,64
o,65
下,66
e,67
得,68
最,69
去,70
以,71
家,72
中,73
动,74
为,75
2,76
过,77
址,78
美,79
还,80
也,81
转,82
情,83
s,84
0,85
啊,86
很,87
说,88
i,89
年,90
起,91
活,92
和,93
a,94
真,95
z,96
用,97
吧,98
没,99
开,100
女,101
3,102
快,103
力,104
那,105
后,106
持,107
~,108
感,109
己,110
出,111
分,112
手,113
点,114
给,115
回,116
里,117
他,118
只,119
学,120
机,121
对,122
支,123
道,124
明,125
加,126
友,127
成,128
什,129
喜,130
着,131
泪,132
-,133
5,134
日,135
做,136
笑,137
如,138
更,139
嘻,140
知,141
】,142
r,143
乐,144
【,145
面,146
水,147
太,148
d,149
样,150
事,151
4,152
l,153
头,154
行,155
意,156
无,157
现,158
老,159
全,160
前,161
今,162
气,163
R,164
于,165
让,166
然,167
吃,168
信,169
花,170
才,171
经,172
之,173
候,174
欢,175
实,176
奖,177
觉,178
�,179
定,180
流,181
国,182
当,183
作,184
话,185
与,186
望,187
m,188
期,189
关,190
次,191
走,192
方,193
y,194
果,195
比,196
高,197
再,198
k,199
9,200
月,201
安,202
谢,203
车,204
被,205
重,206
理,207
同,208
表,209
福,210
儿,211
红,212
6,213
吗,214
哦,215
又,216
她,217
亲,218
等,219
7,220
运,221
载,222
种,223
品,224
u,225
白,226
玩,227
P,228
放,229
风,230
礼,231
包,232
男,233
所,234
身,235
T,236
物,237
电,238
特,239
打,240
节,241
享,242
客,243
失,244
视,245
间,246
正,247
而,248
神,249
片,250
本,251
浪,252
啦,253
度,254
待,255
g,256
宝,257
—,258
W,259
些,260
已,261
场,262
幸,263
世,264
每,265
晚,266
户,267
v,268
三,269
伤,270
海,271
“,272
”,273
工,274
解,275
长,276
b,277
接,278
主,279
二,280
I,281
从,282
希,283
注,284
D,285
张,286
O,287
色,288
别,289
相,290
入,291
图,292
E,293
S,294
呢,295
清,296
常,297
怎,298
完,299
星,300
文,301
第,302
位,303
》,304
座,305
_,306
眼,307
j,308
进,309
几,310
公,311
青,312
少,313
刚,314
M,315
孩,316
端,317
体,318
光,319
记,320
把,321
H,322
妈,323
A,324
通,325
何,326
受,327
叫,328
姐,329
周,330
级,331
因,332
难,333
《,334
带,335
越,336
版,337
错,338
睡,339
V,340
民,341
春,342
路,343
容,344
送,345
死,346
火,347
旅,348
球,349
精,350
见,351
思,352
金,353
听,354
息,355
试,356
!,357
名,358
w,359
赢,360
超,361
x,362
部,363
F,364
此,365
B,366
L,367
两,368
…,369
但,370
利,371
强,372
合,373
热,374
参,375
增,376
祝,377
总,378
内,379
装,380
满,381
应,382
Q,383
万,384
界,385
直,386
苦,387
必,388
票,389
飞,390
米,391
其,392
至,393
网,394
布,395
变,396
朋,397
切,398
终,399
照,400
原,401
化,402
Y,403
油,404
找,405
怕,406
赵,407
东,408
彩,409
蛋,410
跟,411
观,412
K,413
边,414
N,415
收,416
量,417
阿,418
功,419
掌,420
升,421
性,422
台,423
推,424
先,425
影,426
食,427
拿,428
夏,429
需,430
音,431
鼻,432
粉,433
师,434
法,435
门,436
挖,437
洗,438
游,439
平,440
密,441
投,442
梦,443
住,444
轻,445
像,446
G,447
西,448
努,449
器,450
代,451
C,452
易,453
外,454
单,455
黑,456
问,457
王,458
赞,459
线,460
任,461
久,462
马,463
离,464
十,465
屎,466
深,467
提,468
哪,469
声,470
半,471
条,472
结,473
阳,474
获,475
论,476
遇,477
～,478
言,479
口,480
留,481
鱼,482
员,483
亮,484
频,485
将,486
处,487
早,488
丝,489
怒,490
句,491
空,492
系,493
味,494
皮,495
偷,496
鼓,497
雨,498
百,499
惊,500
f,501
双,502
牛,503
告,504
毛,505
请,506
非,507
交,508
害,509
城,510
英,511
酒,512
拍,513
求,514
取,515
语,516
冷,517
痛,518
干,519
复,520
丽,521
保,522
广,523
识,524
习,525
足,526
（,527
选,528
黄,529
管,530
配,531
官,532
连,533
业,534
呀,535
元,536
钱,537
卡,538
件,539
验,540
由,541
）,542
狂,543
它,544
京,545
q,546
考,547
温,548
J,549
搭,550
钟,551
编,552
各,553
逼,554
却,555
向,556
程,557
菜,558
报,559
哒,560
素,561
未,562
读,563
题,564
哥,565
准,566
林,567
画,568
帮,569
尚,570
Z,571
衣,572
者,573
紧,574
服,575
U,576
份,577
南,578
·,579
许,580
即,581
赶,582
反,583
书,584
肉,585
谁,586
山,587
态,588
爆,589
懂,590
战,591
累,592
达,593
华,594
认,595
远,596
围,597
饭,598
蜡,599
病,600
立,601
费,602
四,603
婚,604
值,605
形,606
尽,607
烛,608
使,609
翻,610
雪,611
曾,612
抓,613
木,614
千,615
该,616
排,617
讲,618
愿,619
命,620
并,621
办,622
换,623
猫,624
底,625
设,626
酷,627
评,628
式,629
或,630
段,631
首,632
购,633
往,634
领,635
班,636
致,637
激,638
显,639
近,640
义,641
汗,642
慢,643
优,644
制,645
季,646
香,647
养,648
拉,649
倒,650
抱,651
拥,652
始,653
灵,654
传,655
您,656
陈,657
静,658
萌,659
绝,660
置,661
专,662
熊,663
字,664
宋,665
抢,666
歌,667
夜,668
落,669
妹,670
荐,671
脸,672
耶,673
够,674
演,675
目,676
速,677
羊,678
整,679
杨,680
怀,681
号,682
算,683
便,684
调,685
念,686
产,687
鸡,688
童,689
键,690
免,691
锅,692
冰,693
测,694
斯,695
迷,696
护,697
尼,698
及,699
适,700
秘,701
克,702
脑,703
买,704
计,705
赛,706
追,707
助,708
碎,709
坚,710
☀,711
奥,712
志,713
板,714
独,715
丫,716
质,717
五,718
顺,719
奇,720
断,721
汽,722
忆,723
格,724
资,725
嘿,726
北,727
景,728
市,729
室,730
象,731
豪,732
X,733
昨,734
模,735
创,736
波,737
圈,738
备,739
诉,740
消,741
云,742
悲,743
细,744
午,745
术,746
款,747
康,748
韩,749
跑,750
标,751
愛,752
呵,753
店,754
健,755
园,756
雅,757
简,758
货,759
组,760
搞,761
价,762
唱,763
典,764
录,765
巴,766
尔,767
社,768
基,769
故,770
甜,771
),772
〜,773
恋,774
料,775
角,776
胖,777
示,778
八,779
偶,780
抽,781
续,782
母,783
商,784
爷,785
居,786
假,787
集,788
区,789
站,790
(,791
餐,792
司,793
傻,794
淡,795
缘,796
暖,797
凉,798
智,799
宁,800
醒,801
休,802
冬,803
秀,804
戏,805
减,806
净,807
具,808
败,809
富,810
依,811
帅,812
茶,813
教,814
趣,815
型,816
江,817
酱,818
签,819
丶,820
爸,821
辈,822
斗,823
查,824
兔,825
突,826
豆,827
科,828
险,829
睛,830
导,831
德,832
血,833
穿,834
鲜,835
古,836
街,837
初,838
较,839
约,840
团,841
佳,842
九,843
茜,844
课,845
嘛,846
肥,847
右,848
步,849
缺,850
伴,851
喝,852
造,853
决,854
庆,855
猪,856
夫,857
默,858
卫,859
破,860
按,861
胡,862
汉,863
则,864
杀,865
晗,866
糕,867
封,868
播,869
滴,870
牌,871
晒,872
嘴,873
秋,874
弃,875
刀,876
棒,877
麻,878
曼,879
聪,880
武,881
统,882
划,883
冲,884
龙,885
李,886
若,887
纹,888
寻,889
岁,890
冒,891
坐,892
短,893
泰,894
凡,895
疼,896
忘,897
呆,898
瘦,899
娘,900
六,901
良,902
困,903
属,904
怜,905
敢,906
★,907
恩,908
财,909
争,910
证,911
添,912
充,913
闻,914
务,915
状,916
君,917
末,918
州,919
草,920
哎,921
纯,922
舍,923
答,924
途,925
叶,926
权,927
救,928
改,929
瓶,930
欣,931
套,932
数,933
医,934
章,935
略,936
兴,937
普,938
宿,939
修,940
启,941
羞,942
群,943
士,944
贴,945
土,946
圆,947
敏,948
极,949
颗,950
否,951
贝,952
随,953
汤,954
须,955
酸,956
漫,957
俩,958
露,959
拜,960
类,961
聊,962
颜,963
暴,964
限,965
练,966
混,967
烟,968
除,969
军,970
哭,971
左,972
笔,973
掉,974
展,975
玉,976
郁,977
纸,978
贵,979
狮,980
狗,981
挑,982
惯,983
势,984
折,985
阴,986
差,987
飘,988
河,989
历,990
壮,991
脱,992
背,993
惠,994
肤,995
妆,996
松,997
脚,998
尝,999
葱,1000
盘,1001
吐,1002
藏,1003
爽,1004
蓝,1005
防,1006
称,1007
衰,1008
共,1009
究,1010
效,1011
确,1012
烦,1013
卖,1014
范,1015
石,1016
斤,1017
停,1018
楚,1019
散,1020
永,1021
写,1022
聚,1023
联,1024
据,1025
止,1026
乱,1027
宣,1028
艺,1029
绿,1030
诚,1031
指,1032
炒,1033
刘,1034
忍,1035
承,1036
迎,1037
继,1038
喂,1039
码,1040
吸,1041
预,1042
举,1043
恐,1044
拼,1045
润,1046
湖,1047
瓜,1048
吉,1049
坏,1050
